subject,body,category,subcategory
Trend analysis request,Systematic investigation required for email delivery. Temporary workarounds are not sustainable. RCA needed urgently.,ticket,problem
Special Offer: 14% Off,"Newsletter: account activity. This month features: Feature Article, Product Updates, Customer Stories. Read more on our website.",non-ticket,marketing
Your OTP Code,"Security Alert: Your verification code is 560229. If you did not request this code, please ignore this email.",non-ticket,otp
New User Account Creation,Please provide me with monitor. This is needed for project work by 2026-02-19.,ticket,request
Infrastructure change request,Requesting approval for server upgrade. Environment: Development. Risk Level: Medium. Testing completed in Development.,ticket,change
Your monthly roundup,"Dear valued customer, enjoy 34% off on selected categories. Use code: 482700. Offer valid until 2026-02-14. Shop now!",non-ticket,marketing
Make money from home,You have 10 messages waiting. Click here to view. Verification required. Do not ignore this message.,non-ticket,spam
Access Request - VPN,"Request for new user account. Name: Sarah Williams, Department: Marketing, Start Date: 2026-02-16. Please create with standard permissions.",ticket,request
Claim your prize now,You have 8 messages waiting. Click here to view. Verification required. Do not ignore this message.,non-ticket,spam
Request for Salesforce license,Requesting permission to access \\share\Support\Reports. Business justification: required for job function. Manager approval attached.,ticket,request
System Down - Mobile App,Critical incident reported: file upload. Service is currently down. Multiple users affected. Need urgent resolution.,ticket,incident
Mobile device setup request,"Hello, I need access to folder. My role is Developer and I require this for project work. Please process this request.",ticket,request
Update your payment information immediately,CONGRATULATIONS! You have been selected to receive an iPhone. Click here immediately to claim your reward. Act fast!,non-ticket,spam
Your monthly roundup,Exclusive offer for our subscribers! Limited time promotion. Limited time only. Click here to browse our collection.,non-ticket,marketing
New User Account Creation,Requesting permission to access \\share\Engineering\Documents. Business justification: project requirement. Manager approval attached.,ticket,request
System notification,This is a system-generated email regarding system event. Please do not respond to this message. Contact support@service.com for support.,non-ticket,noreply
Problem management: data integrity,"Multiple incidents logged for database: INC12704, INC59951, INC21804. Underlying problem suspected. Please investigate.",ticket,problem
Remote access setup needed,Requesting permission to access \\share\IT\Documents. Business justification: team collaboration. Manager approval attached.,ticket,request
Request: laptop needed,I need to reset my password for File Server. Username: user441. Please send reset link.,ticket,request
Frequent failures in File Server,"Multiple incidents logged for load balancer: INC37430, INC13094, INC53356. Underlying problem suspected. Please investigate.",ticket,problem
Account activity alert,This is an automated message from Banking Portal. Your update has been processed. Reference: REF171488. Do not reply to this email.,non-ticket,noreply
Change: New feature deployment,Change request to deploy v3.0.20 to production. All tests passed. Deployment plan attached. Requesting CAB approval.,ticket,change
Urgent: Your account needs verification,Urgent: Your email has been suspended. Click this link to verify your information within 24 hours or lose access.,non-ticket,spam
Application version upgrade,Requesting change to update cache from version v3.7 to v5.2. Risk assessment completed.,ticket,change
Pattern analysis needed for data corruption,Pattern identified: API Gateway fails every after midnight. 33 incidents logged. Problem management process initiated.,ticket,problem
File server inaccessible,System outage detected at 10:16 PM. web server is down. Customers cannot access portal.,ticket,incident
Act now! Limited spots available,You have 8 messages waiting. Click here to view. Verification required. Do not ignore this message.,non-ticket,spam
Single ladies in your area,"CONGRATULATIONS! You have been selected to receive $1,000,000. Click here immediately to claim your reward. Act fast!",non-ticket,spam
Migration plan for API Gateway,Database migration scheduled for 2026-03-16. Backup completed. Migration scripts tested. Expected duration: 4 hours.,ticket,change
Subscription renewed,Your update was successful. Transaction ID: TXN777225. This mailbox is not monitored. Please do not reply.,non-ticket,noreply
Database schema update request,Scheduled maintenance window for File Server on 2026-03-10 from 11:00 AM to 6:00 AM. Impact: production environment. Stakeholders notified.,ticket,change
Login failed for multiple users,Users reporting connectivity problems since 9:27 PM. 44 users affected. Production environment impacted.,ticket,incident
Website not loading,Incident #: timeout errors - immediate attention required. Status: Critical. Multiple departments affected.,ticket,incident
Verification Code: 442276,"Security Alert: Your verification code is 442276. If you did not request this code, please ignore this email.",non-ticket,otp
Multiple incidents related to database,Problem record created: Intermittent data corruption. Unable to reproduce consistently. Logs show after midnight. Need deep dive analysis.,ticket,problem
